Species,Individual,Twig,Major diameter,Minor diameter,Area,,,,,,,,
MBA,MBA01,MBA01-01-02,75.897,52.114,2758.648,,,,,,,,
MBA,MBA01,MBA01-01-02,73.435,11.521,5182.696,,,,,,,,
MBA,MBA01,MBA01-01-02,88.498,96.072,1990.752,,,,,,,,
MBA,MBA01,MBA01-01-02,98.995,55.347,1700.083,,,,,,,,
MBA,MBA01,MBA01-01-02,124.175,93.094,2023.249,,,,,,,,
MBA,MBA01,MBA01-01-02,96.6,112.177,3601.769,,,,,,,,
MBA,MBA01,MBA01-01-02,88.6,107.241,3023.44,,,,,,,,
MBA,MBA01,MBA01-01-02,90.802,83.995,1020.05,,,,,,,,
MBA,MBA01,MBA01-01-02,108.921,99.723,1639.903,,,,,,,,
MBA,MBA01,MBA01-01-02,78.998,42.27,2432.473,,,,,,,,
MBA,MBA01,MBA01-01-02,75.834,80.369,2347.619,,,,,,,,
MBA,MBA01,MBA01-01-02,78.459,94.263,1063.981,,,,,,,,
MBA,MBA01,MBA01-01-02,81.823,74.509,2357.248,,,,,,,,
MBA,MBA01,MBA01-01-02,15.831,46.026,3710.093,,,,,,,,
MBA,MBA01,MBA01-01-02,81.307,87.206,1734.988,,,,,,,,
MBA,MBA01,MBA01-01-02,78.455,57.406,2492.653,,,,,,,,
MBA,MBA01,MBA01-01-02,78.017,87.334,2777.906,,,,,,,,
MBA,MBA01,MBA01-01-02,55.86,35.175,2730.364,,,,,,,,
MBA,MBA01,MBA01-01-02,48.496,27.938,3040.892,,,,,,,,
MBA,MBA01,MBA01-01-02,117.409,96.942,2455.943,,,,,,,,
MBA,MBA01,MBA01-01-02,70.781,29.642,1005.607,,,,,,,,
MBA,MBA01,MBA01-01-03,52.391,66.417,2556.444,,,,,,,,
MBA,MBA01,MBA01-01-03,53.217,44.753,2346.416,,,,,,,,
MBA,MBA01,MBA01-01-03,59.98,41.232,1911.917,,,,,,,,
MBA,MBA01,MBA01-01-03,53.347,42.206,1898.677,,,,,,,,
MBA,MBA01,MBA01-01-03,26.75,61.657,1264.982,,,,,,,,
MBA,MBA01,MBA01-01-03,11.623,60.002,4927.533,,,,,,,,
MBA,MBA01,MBA01-01-03,23.237,44.124,857.564,,,,,,,,
MBA,MBA01,MBA01-01-03,43.803,65.648,967.693,,,,,,,,
MBA,MBA01,MBA01-01-03,43.011,72.791,2250.128,,,,,,,,
MBA,MBA01,MBA01-01-03,86.068,68.527,2827.253,,,,,,,,
MBA,MBA01,MBA01-01-03,61.799,83.267,4659.131,,,,,,,,
MBA,MBA01,MBA01-01-03,45.291,70.457,3162.456,,,,,,,,
MBA,MBA01,MBA01-01-03,31.401,81.875,2903.682,,,,,,,,
MBA,MBA01,MBA01-01-03,40.665,61.25,2774.897,,,,,,,,
MBA,MBA01,MBA01-01-03,28.11,63.747,1940.201,,,,,,,,
MBA,MBA01,MBA01-01-03,73.006,80.68,5026.228,,,,,,,,
MBA,MBA01,MBA01-01-03,82.872,54.652,3908.085,,,,,,,,
MBA,MBA01,MBA01-01-03,50.408,53.703,2758.046,,,,,,,,
MBA,MBA01,MBA01-01-03,11.727,34.381,3492.242,,,,,,,,
MBA,MBA01,MBA01-01-03,52.019,78.765,1012.828,,,,,,,,
MBA,MBA01,MBA01-01-03,9.697,59.29,3469.975,,,,,,,,
MBA,MBA01,MBA01-01-03,57.639,66.756,510.326,,,,,,,,
MBA,MBA01,MBA01-01-03,23.587,35,994.173,,,,,,,,
MBA,MBA01,MBA01-01-03,17.953,46.617,878.025,,,,,,,,
MBA,MBA01,MBA01-01-03,23.773,47.743,4040.481,,,,,,,,
MBA,MBA01,MBA01-01-03,73.177,66.361,2364.47,,,,,,,,
MBA,MBA01,MBA01-01-03,52.344,65.411,479.032,,,,,,,,
MBA,MBA01,MBA01-01-03,69.131,44.714,3475.993,,,,,,,,
MBA,MBA01,MBA01-01-03,38.836,28.315,3308.091,,,,,,,,
MBA,MBA01,MBA01-01-03,17,34.836,4388.923,,,,,,,,
MBA,MBA01,MBA01-01-03,28.262,33.573,1564.678,,,,,,,,
MBA,MBA01,MBA01-01-03,19.706,38.243,1677.817,,,,,,,,
MBA,MBA01,MBA01-01-03,28.698,53.567,723.363,,,,,,,,
MBA,MBA01,MBA01-01-03,64.786,61.827,976.72,,,,,,,,
MBA,MBA01,MBA01-01-03,71.065,60.921,1218.042,,,,,,,,
MBA,MBA01,MBA01-01-03,82.131,54.5,5593.123,,,,,,,,
MBA,MBA01,MBA01-01-03,49.225,39.642,444.128,,,,,,,,
MBA,MBA01,MBA01-02-01,43.307,39.913,1133.188,,,,,,,,
MBA,MBA01,MBA01-02-01,41.335,22.708,4612.19,,,,,,,,
MBA,MBA01,MBA01-02-01,94.403,104.182,4872.769,,,,,,,,
MBA,MBA01,MBA01-02-01,78.043,81.582,2523.946,,,,,,,,
MBA,MBA01,MBA01-02-01,91.222,90.722,933.993,,,,,,,,
MBA,MBA01,MBA01-02-01,81.896,104.714,4240.88,,,,,,,,
MBA,MBA01,MBA01-02-01,66.085,69.763,2092.456,,,,,,,,
MBA,MBA01,MBA01-02-01,76.987,96.942,2757.445,,,,,,,,
MBA,MBA01,MBA01-02-01,80.493,69.37,2576.905,,,,,,,,
MBA,MBA01,MBA01-02-01,91.357,109.484,3489.834,,,,,,,,
MBA,MBA01,MBA01-02-01,100.395,88.374,3535.571,,,,,,,,
MBA,MBA01,MBA01-02-01,83.391,81.214,1466.585,,,,,,,,
MBA,MBA01,MBA01-02-01,89.338,114.134,2430.066,,,,,,,,
MBA,MBA01,MBA01-02-01,62.516,57.048,1237.901,,,,,,,,
MBA,MBA01,MBA01-02-01,68.494,52.548,2788.136,,,,,,,,
MBA,MBA01,MBA01-02-01,76.8,57.067,1807.203,,,,,,,,
MBA,MBA01,MBA01-02-01,108.999,83.052,3414.008,,,,,,,,
MBA,MBA01,MBA01-02-01,105.687,68.386,405.011,,,,,,,,
MBA,MBA01,MBA01-02-01,114.831,136.052,240.118,,,,,,,,
MBA,MBA01,MBA01-02-01,102.108,117.594,1295.674,,,,,,,,
MBA,MBA01,MBA01-02-01,111.245,132.964,841.917,,,,,,,,
MBA,MBA01,MBA01-02-01,93.689,60.341,3556.634,,,,,,,,
MBA,MBA01,MBA01-02-01,45.584,93.041,2167.079,,,,,,,,
MBA,MBA01,MBA01-02-01,62.968,118.897,1260.77,,,,,,,,
MBA,MBA01,MBA01-02-01,105.472,120.205,1503.897,,,,,,,,
MBA,MBA01,MBA01-02-01,83.552,122.277,314.139,,,,,,,,
MBA,MBA01,MBA01-02-01,70.149,83.627,154.061,,,,,,,,
MBA,MBA01,MBA01-02-01,63.782,46.707,196.187,,,,,,,,
MBA,MBA01,MBA01-02-01,113.613,114.434,962.879,,,,,,,,
MBA,MBA01,MBA01-02-01,88.453,101.731,2937.383,,,,,,,,
MBA,MBA01,MBA01-02-01,86.843,86.165,2556.444,,,,,,,,
MBA,MBA01,MBA01-02-01,79.963,105.782,5247.089,,,,,,,,
MBA,MBA01,MBA01-02-01,31.298,10.995,4690.424,,,,,,,,
MBA,MBA01,MBA01-02-01,90.107,114.492,3654.727,,,,,,,,
MBA,MBA01,MBA01-02-01,72.511,58.751,3335.774,,,,,,,,
MBA,MBA01,MBA01-02-01,76.657,70.352,3299.064,,,,,,,,
MBA,MBA01,MBA01-02-01,70.44,102.617,4709.08,,,,,,,,
MBA,MBA01,MBA01-02-01,51.37,79.131,3529.553,,,,,,,,
MBA,MBA01,MBA01-02-01,57.741,69.042,5728.528,,,,,,,,
MBA,MBA01,MBA01-02-01,46.189,54.953,7716.271,,,,,,,,
MBA,MBA01,MBA01-02-01,51.141,88.266,6778.066,,,,,,,,
MBA,MBA01,MBA01-02-01,76.415,86.471,6122.707,,,,,,,,
MBA,MBA01,MBA01-02-01,87.045,67.771,7184.281,,,,,,,,
MBA,MBA01,MBA01-02-01,76.324,65.303,10953.35,,,,,,,,
MBA,MBA01,MBA01-02-01,48.625,59.103,386.355,,,,,,,,
MBA,MBA01,MBA01-02-01,74.691,64.429,3015.015,,,,,,,,
MBA,MBA01,MBA01-02-01,41.483,81.906,8777.244,,,,,,,,
MBA,MBA01,MBA01-02-01,21.223,42.825,4471.971,,,,,,,,
MBA,MBA01,MBA01-02-01,24.411,35.107,9958.576,,,,,,,,
MBA,MBA01,MBA01-02-01,11.725,24.336,5517.296,,,,,,,,
MBA,MBA01,MBA01-02-01,42.323,30.602,14094.141,,,,,,,,
MBA,MBA01,MBA01-02-01,25.04,50.689,5392.724,,,,,,,,
MBA,MBA01,MBA01-02-01,28.927,40.43,4045.897,,,,,,,,
MBA,MBA01,MBA01-02-01,71.094,54.128,10445.431,,,,,,,,
MBA,MBA01,MBA01-02-01,12.266,22.676,13033.77,,,,,,,,
MBA,MBA01,MBA01-02-01,39.517,48.752,4243.889,,,,,,,,
MBA,MBA01,MBA01-02-01,67.491,46.73,3494.649,,,,,,,,
MBA,MBA01,MBA01-02-01,43.246,31.221,8580.455,,,,,,,,
MBA,MBA01,MBA01-02-01,86.646,46.124,6762.419,,,,,,,,
MBA,MBA01,MBA01-02-01,71.079,33.854,8226.597,,,,,,,,
MBA,MBA01,MBA01-02-01,65.182,41.955,5130.941,,,,,,,,
MBA,MBA01,MBA01-02-01,11.677,15.805,2927.152,,,,,,,,
MBA,MBA01,MBA01-02-01,14.663,9.39,6031.835,,,,,,,,
MBA,MBA01,MBA01-02-01,31.586,54.143,6259.917,,,,,,,,
MBA,MBA01,MBA01-02-01,57.053,74.28,7521.288,,,,,,,,
MBA,MBA01,MBA01-02-01,51.281,72.422,8059.899,,,,,,,,
MBA,MBA01,MBA01-02-01,50.551,77.583,6451.289,,,,,,,,
MBA,MBA01,MBA01-02-01,41.325,11.39,4112.095,,,,,,,,
MBA,MBA01,MBA01-02-01,57.854,80.839,6980.872,,,,,,,,
MBA,MBA01,MBA01-02-01,42.184,69.925,8460.697,,,,,,,,
MBA,MBA01,MBA01-02-01,47.014,61.16,5659.923,,,,,,,,
MBA,MBA01,MBA01-02-01,40.077,54.854,1331.782,,,,,,,,
MBA,MBA01,MBA01-02-01,41.747,73.832,505.511,,,,,,,,
MBA,MBA01,MBA01-02-01,24.532,38.691,3695.65,,,,,,,,
MBA,MBA01,MBA01-02-01,30.462,33.996,2653.935,,,,,,,,
MBA,MBA01,MBA01-02-01,12.335,17.968,880.432,,,,,,,,
MBA,MBA01,MBA01-02-02,81.539,71.589,1659.161,,,,,,,,
MBA,MBA01,MBA01-02-02,96.991,106.559,306.316,,,,,,,,
MBA,MBA01,MBA01-02-02,83.162,83.552,447.137,,,,,,,,
MBA,MBA01,MBA01-02-02,73.726,105.742,2526.955,,,,,,,,
MBA,MBA01,MBA01-02-02,95.263,101.657,3120.33,,,,,,,,
MBA,MBA01,MBA01-02-02,118.739,126.627,3877.393,,,,,,,,
MBA,MBA01,MBA01-02-02,100.753,99.418,1301.692,,,,,,,,
MBA,MBA01,MBA01-02-02,102.282,71.639,2922.939,,,,,,,,
MBA,MBA01,MBA01-02-02,90.282,89.344,644.527,,,,,,,,
MBA,MBA01,MBA01-02-02,98.899,93.426,3541.589,,,,,,,,
MBA,MBA01,MBA01-02-02,77.522,54.401,1252.344,,,,,,,,
MBA,MBA01,MBA01-02-02,98.111,16.525,3352.022,,,,,,,,
MBA,MBA01,MBA01-02-02,107.119,78.18,4530.346,,,,,,,,
MBA,MBA01,MBA01-02-02,110.386,126.296,2164.672,,,,,,,,
MBA,MBA01,MBA01-02-02,86.392,87.009,2615.42,,,,,,,,
MBA,MBA01,MBA01-02-02,117.938,137.311,593.976,,,,,,,,
MBA,MBA01,MBA01-02-02,114.026,124.76,1251.141,,,,,,,,
MBA,MBA01,MBA01-02-02,102.4,109.134,4332.354,,,,,,,,
MBA,MBA01,MBA01-02-02,73.143,50.812,2998.164,,,,,,,,
MBA,MBA01,MBA01-02-02,62.198,36.719,2609.402,,,,,,,,
MBA,MBA01,MBA01-02-02,80.772,71.142,372.514,,,,,,,,
MBA,MBA01,MBA01-02-02,56.903,37.24,3234.07,,,,,,,,
MBA,MBA01,MBA01-02-02,79.073,27.096,6286.998,,,,,,,,
MBA,MBA01,MBA01-02-02,86.022,66.412,3678.799,,,,,,,,
MBA,MBA01,MBA01-02-02,92.514,111.763,3116.117,,,,,,,,
MBA,MBA01,MBA01-02-02,52.913,65.973,2944.002,,,,,,,,
MBA,MBA01,MBA01-02-02,57.488,50.804,8220.579,,,,,,,,
MBA,MBA01,MBA01-02-02,67.909,62.467,5026.83,,,,,,,,
MBA,MBA01,MBA01-02-02,70.866,99.094,2064.172,,,,,,,,
MBA,MBA01,MBA01-02-02,62.645,75.068,2016.028,,,,,,,,
MBA,MBA01,MBA01-02-02,62.568,39.897,2301.883,,,,,,,,
MBA,MBA01,MBA01-02-02,61.123,53.217,3612.601,,,,,,,,
MBA,MBA01,MBA01-02-02,69.186,81.937,9120.871,,,,,,,,
MBA,MBA01,MBA01-02-02,49.338,31.416,4711.487,,,,,,,,
MBA,MBA01,MBA01-02-02,64.205,51.176,10354.56,,,,,,,,
MBA,MBA01,MBA01-02-02,44.308,7.38,13622.33,,,,,,,,
MBA,MBA01,MBA01-02-02,39.359,47.369,6132.937,,,,,,,,
MBA,MBA01,MBA01-02-02,74.158,70.979,7707.244,,,,,,,,
MBA,MBA01,MBA01-02-02,66.103,65.591,11481.73,,,,,,,,
MBA,MBA01,MBA01-02-02,30.797,36.266,1839.099,,,,,,,,
MBA,MBA01,MBA01-02-02,61.878,62.803,4247.5,,,,,,,,
MBA,MBA01,MBA01-02-02,16.133,38.642,7961.204,,,,,,,,
MBA,MBA01,MBA01-02-02,44.174,65.694,7556.193,,,,,,,,
MBA,MBA01,MBA01-02-02,49.052,25.5,6166.036,,,,,,,,
MBA,MBA01,MBA01-02-02,67.026,62.202,5904.253,,,,,,,,
MBA,MBA01,MBA01-02-02,68.039,49.872,11886.741,,,,,,,,
MBA,MBA01,MBA01-02-02,44.774,59.519,8278.954,,,,,,,,
MBA,MBA01,MBA01-02-02,33.994,43.713,6441.058,,,,,,,,
MBA,MBA01,MBA01-02-02,15.524,26.604,5658.117,,,,,,,,
MBA,MBA01,MBA01-02-02,15.932,15.877,8378.852,,,,,,,,
MBA,MBA01,MBA01-02-02,19.188,7.694,4469.564,,,,,,,,
MBA,MBA01,MBA01-02-03,44,54.568,6753.994,,,,,,,,
MBA,MBA01,MBA01-02-03,49.124,60.34,3618.619,,,,,,,,
MBA,MBA01,MBA01-02-03,17.994,48.403,804.004,,,,,,,,
MBA,MBA01,MBA01-02-03,60.856,57.662,3329.756,,,,,,,,
MBA,MBA01,MBA01-02-03,51.575,36.32,619.853,,,,,,,,
MBA,MBA01,MBA01-02-03,61.108,52.322,619.853,,,,,,,,
MBA,MBA01,MBA01-02-03,58.656,43.918,4729.541,,,,,,,,
MBA,MBA01,MBA01-02-03,45.101,41.668,915.337,,,,,,,,
MBA,MBA01,MBA01-02-03,50.828,63.541,698.087,,,,,,,,
MBA,MBA01,MBA01-02-03,33.394,31.957,6308.061,,,,,,,,
MBA,MBA01,MBA01-02-03,44.007,39.158,2983.119,,,,,,,,
MBA,MBA01,MBA01-02-03,28.251,13.714,7047.672,,,,,,,,
MBA,MBA01,MBA01-02-03,70.866,50.424,11575.61,,,,,,,,
MBA,MBA01,MBA01-02-03,76.664,45.354,1107.311,,,,,,,,
MBA,MBA01,MBA01-02-03,47.936,39.16,2258.553,,,,,,,,
MBA,MBA01,MBA01-02-03,43.801,15.993,5869.951,,,,,,,,
MBA,MBA01,MBA01-02-03,93.252,63.254,7313.066,,,,,,,,
MBA,MBA01,MBA01-02-03,69.21,78.455,3296.055,,,,,,,,
MBA,MBA01,MBA01-02-03,54.656,74.888,12547.516,,,,,,,,
MBA,MBA01,MBA01-02-03,90.375,87.916,6054.703,,,,,,,,
MBA,MBA01,MBA01-02-03,33.727,38.145,7768.026,,,,,,,,
MBA,MBA01,MBA01-02-03,37.725,53.838,9651.056,,,,,,,,
MBA,MBA01,MBA01-02-03,51.093,53.309,5129.136,,,,,,,,
MBA,MBA01,MBA01-02-03,63.266,74.616,3956.831,,,,,,,,
MBA,MBA01,MBA01-02-03,70.162,79.399,6773.853,,,,,,,,
MBA,MBA01,MBA01-02-03,80.991,66.611,8127.3,,,,,,,,
MBA,MBA01,MBA01-02-03,98.677,85.748,819.651,,,,,,,,
MBA,MBA01,MBA01-02-03,108.98,93.549,7357.599,,,,,,,,
MBA,MBA01,MBA01-02-03,111.001,87.715,6769.039,,,,,,,,
MBA,MBA01,MBA01-02-03,45.054,21.735,4338.973,,,,,,,,
MBA,MBA01,MBA01-02-03,70.913,59.334,4041.684,,,,,,,,
MBA,MBA01,MBA01-02-03,91.569,86.109,4208.383,,,,,,,,
MBA,MBA01,MBA01-02-03,91.648,66.841,2382.524,,,,,,,,
MBA,MBA01,MBA01-02-03,122.535,94.176,1583.334,,,,,,,,
MBA,MBA01,MBA01-02-03,101.565,89.961,1076.619,,,,,,,,
MBA,MBA01,MBA01-02-03,138.131,97.97,5954.805,,,,,,,,
MBA,MBA01,MBA01-02-03,98.823,65.256,4645.891,,,,,,,,
MBA,MBA01,MBA01-02-03,51.81,69.473,2908.496,,,,,,,,
MBA,MBA01,MBA01-02-03,97.673,87.746,3050.521,,,,,,,,
MBA,MBA01,MBA01-02-03,82.263,79.779,1659.161,,,,,,,,
MBA,MBA01,MBA01-02-03,39.987,60.1,4076.589,,,,,,,,
MBA,MBA01,MBA01-02-03,18.094,50.802,509.122,,,,,,,,
MBA,MBA01,MBA01-02-03,39.183,88.308,1370.899,,,,,,,,
MBA,MBA01,MBA01-02-03,70.978,87.455,1916.129,,,,,,,,
MBA,MBA01,MBA01-02-03,13.499,39.914,3253.929,,,,,,,,
MBA,MBA01,MBA01-02-03,43.642,14.061,1961.264,,,,,,,,
MBA,MBA01,MBA01-02-03,83.758,50.499,2889.239,,,,,,,,
MBA,MBA01,MBA01-02-03,39.699,21.588,3159.447,,,,,,,,
MBA,MBA01,MBA01-02-03,127.228,104.474,2256.146,,,,,,,,
MBA,MBA01,MBA01-02-03,84.011,99.345,2287.439,,,,,,,,
MBA,MBA01,MBA01-02-03,51.813,74.489,2687.034,,,,,,,,
MBA,MBA01,MBA01-02-03,15.034,50.935,1259.566,,,,,,,,
MBA,MBA01,MBA01-02-03,41.066,89.75,471.811,,,,,,,,
MBA,MBA01,MBA01-02-03,74.89,100.635,796.181,,,,,,,,
MBA,MBA02,MBA02-01-01,36.686,29.402,4031.448,,,,,,,,
MBA,MBA02,MBA02-01-01,37.753,19.413,6512.662,,,,,,,,
MBA,MBA02,MBA02-01-01,31.377,20.322,5904.846,,,,,,,,
MBA,MBA02,MBA02-01-01,24.722,18.647,7470.726,,,,,,,,
MBA,MBA02,MBA02-01-01,24.241,25.236,963.479,,,,,,,,
MBA,MBA02,MBA02-01-01,33.087,26.838,5832.63,,,,,,,,
MBA,MBA02,MBA02-01-01,42.562,30.125,3978.489,,,,,,,,
MBA,MBA02,MBA02-01-01,35.35,29.619,6495.812,,,,,,,,
MBA,MBA02,MBA02-01-01,32.549,26.758,2719.527,,,,,,,,
MBA,MBA02,MBA02-01-01,65.159,66.753,3057.738,,,,,,,,
MBA,MBA02,MBA02-01-01,20.944,30.342,3223.834,,,,,,,,
MBA,MBA02,MBA02-01-01,61.105,64.597,349.043,,,,,,,,
MBA,MBA02,MBA02-01-01,100.349,35.987,9483.741,,,,,,,,
MBA,MBA02,MBA02-01-01,58.228,79.963,1037.5,,,,,,,,
MBA,MBA02,MBA02-01-01,66.742,81.657,4406.368,,,,,,,,
MBA,MBA02,MBA02-01-01,54.777,85.703,4430.44,,,,,,,,
MBA,MBA02,MBA02-01-01,87.948,90.352,5564.83,,,,,,,,
MBA,MBA02,MBA02-01-01,59.08,43.032,4624.821,,,,,,,,
MBA,MBA02,MBA02-01-01,53.802,66.557,9407.313,,,,,,,,
MBA,MBA02,MBA02-01-01,61.221,54.331,2105.091,,,,,,,,
MBA,MBA02,MBA02-01-01,57.928,63.565,6746.762,,,,,,,,
MBA,MBA02,MBA02-01-01,60.188,97.892,7166.817,,,,,,,,
MBA,MBA02,MBA02-01-01,58.557,51.437,5256.709,,,,,,,,
MBA,MBA02,MBA02-01-01,70.543,114.539,3549.407,,,,,,,,
MBA,MBA02,MBA02-01-01,78.367,62.855,3034.869,,,,,,,,
MBA,MBA02,MBA02-01-01,56.182,24.347,2729.758,,,,,,,,
MBA,MBA02,MBA02-01-01,63.522,36.666,4655.513,,,,,,,,
MBA,MBA02,MBA02-01-01,67.74,75.476,7724.684,,,,,,,,
MBA,MBA02,MBA02-01-01,86.843,103.062,3285.218,,,,,,,,
MBA,MBA02,MBA02-01-01,50.424,64.389,6764.214,,,,,,,,
MBA,MBA02,MBA02-01-01,67.693,51.348,1140.408,,,,,,,,
MBA,MBA02,MBA02-01-01,77.546,45.134,1801.183,,,,,,,,
MBA,MBA02,MBA02-01-01,83.909,74.156,2981.309,,,,,,,,
MBA,MBA02,MBA02-01-01,62.993,91.66,5281.985,,,,,,,,
MBA,MBA02,MBA02-01-01,97.388,105.665,3309.891,,,,,,,,
MBA,MBA02,MBA02-01-01,68.368,107.815,2706.287,,,,,,,,
MBA,MBA02,MBA02-01-01,86.983,77.527,2617.823,,,,,,,,
MBA,MBA02,MBA02-01-01,61.166,43.208,2354.837,,,,,,,,
MBA,MBA02,MBA02-01-01,97.673,113.919,6454.89,,,,,,,,
MBA,MBA02,MBA02-01-01,65.687,78.207,3924.929,,,,,,,,
MBA,MBA02,MBA02-01-01,87.437,77.022,4838.459,,,,,,,,
MBA,MBA02,MBA02-01-01,63.895,85.607,3696.246,,,,,,,,
MBA,MBA02,MBA02-01-01,49.283,79.963,3155.229,,,,,,,,
MBA,MBA02,MBA02-01-01,54.865,67.361,1980.519,,,,,,,,
MBA,MBA02,MBA02-01-01,49.069,14.821,3782.905,,,,,,,,
MBA,MBA02,MBA02-01-01,47.361,22.336,604.206,,,,,,,,
MBA,MBA02,MBA02-01-01,65.507,64.273,556.664,,,,,,,,
MBA,MBA02,MBA02-01-01,46.392,95.017,914.734,,,,,,,,
MBA,MBA02,MBA02-01-01,43.103,78.511,1302.292,,,,,,,,
MBA,MBA02,MBA02-01-01,32.438,13.347,852.748,,,,,,,,
MBA,MBA02,MBA02-01-01,102.318,117.516,1056.758,,,,,,,,
MBA,MBA02,MBA02-01-01,81.981,98.105,1109.716,,,,,,,,
MBA,MBA02,MBA02-01-01,87.779,108.803,809.419,,,,,,,,
MBA,MBA02,MBA02-01-01,73.314,116.509,758.266,,,,,,,,
MBA,MBA02,MBA02-01-01,47.194,18.525,702.901,,,,,,,,
MBA,MBA02,MBA02-01-01,74.718,49.503,2959.043,,,,,,,,
MBA,MBA02,MBA02-01-01,95.397,66.361,6268.332,,,,,,,,
MBA,MBA02,MBA02-01-01,90.899,88.071,4802.953,,,,,,,,
MBA,MBA02,MBA02-01-01,71.874,67.709,379.133,,,,,,,,
MBA,MBA02,MBA02-01-02,49.308,82.223,4007.977,,,,,,,,
MBA,MBA02,MBA02-01-02,61.876,68.161,4963.032,,,,,,,,
MBA,MBA02,MBA02-01-02,55.084,109.604,6964.613,,,,,,,,
MBA,MBA02,MBA02-01-02,54.508,87.578,4590.518,,,,,,,,
MBA,MBA02,MBA02-01-02,29.489,17.859,3734.761,,,,,,,,
MBA,MBA02,MBA02-01-02,86.175,100.493,3773.276,,,,,,,,
MBA,MBA02,MBA02-01-02,34.918,73.123,2206.795,,,,,,,,
MBA,MBA02,MBA02-01-02,106.304,105.503,4290.221,,,,,,,,
MBA,MBA02,MBA02-01-02,18.663,55.424,5965.628,,,,,,,,
MBA,MBA02,MBA02-01-02,12.165,57.924,7781.254,,,,,,,,
MBA,MBA02,MBA02-01-02,81.408,87.683,6020.391,,,,,,,,
MBA,MBA02,MBA02-01-02,75.503,99.835,5408.362,,,,,,,,
MBA,MBA02,MBA02-01-02,79.37,101.09,4624.821,,,,,,,,
MBA,MBA02,MBA02-01-02,72.25,94.655,4565.845,,,,,,,,
MBA,MBA02,MBA02-01-02,89.377,86.109,7746.951,,,,,,,,
MBA,MBA02,MBA02-01-02,61.29,90.883,5810.966,,,,,,,,
MBA,MBA02,MBA02-01-02,90.793,87.468,6067.332,,,,,,,,
MBA,MBA02,MBA02-01-02,11.662,38.341,7804.724,,,,,,,,
MBA,MBA02,MBA02-01-02,103.249,106.324,5611.77,,,,,,,,
MBA,MBA02,MBA02-01-02,86.999,86.001,8760.981,,,,,,,,
MBA,MBA02,MBA02-01-02,98.154,98.405,5795.921,,,,,,,,
MBA,MBA02,MBA02-01-02,85.347,85.685,407.418,,,,,,,,
MBA,MBA02,MBA02-01-02,91.621,73.762,5498.03,,,,,,,,
MBA,MBA02,MBA02-01-02,85.703,77.824,6382.674,,,,,,,,
MBA,MBA02,MBA02-01-02,75.284,74.477,3876.785,,,,,,,,
MBA,MBA02,MBA02-01-02,72.295,75.348,7328.099,,,,,,,,
MBA,MBA02,MBA02-01-02,81.72,80.76,5752.591,,,,,,,,
MBA,MBA02,MBA02-01-02,58.182,81.843,9622.757,,,,,,,,
MBA,MBA02,MBA02-01-02,30.789,57.329,671.005,,,,,,,,
MBA,MBA02,MBA02-01-02,18.118,38.751,902.698,,,,,,,,
MBA,MBA02,MBA02-01-02,64.388,54.441,2685.225,,,,,,,,
MBA,MBA02,MBA02-01-02,69.112,89.296,7712.648,,,,,,,,
MBA,MBA02,MBA02-01-02,48.879,97.019,4254.715,,,,,,,,
MBA,MBA02,MBA02-01-02,82.245,87.661,5838.648,,,,,,,,
MBA,MBA02,MBA02-01-02,103.318,96.222,3968.259,,,,,,,,
MBA,MBA02,MBA02-01-02,100.073,77.715,3735.363,,,,,,,,
MBA,MBA02,MBA02-01-02,72.162,77.296,671.005,,,,,,,,
MBA,MBA02,MBA02-01-02,46.548,52.762,1537.595,,,,,,,,
MBA,MBA02,MBA02-01-02,74.058,66.103,682.439,,,,,,,,
MBA,MBA02,MBA02-01-02,73,64.622,2975.291,,,,,,,,
MBA,MBA02,MBA02-01-03,108.729,121.846,2300.074,,,,,,,,
MBA,MBA02,MBA02-01-03,36.937,58.236,3339.981,,,,,,,,
MBA,MBA02,MBA02-01-03,79.004,100.799,3956.825,,,,,,,,
MBA,MBA02,MBA02-01-03,67.455,89.988,2973.486,,,,,,,,
MBA,MBA02,MBA02-01-03,14.061,33.625,5244.071,,,,,,,,
MBA,MBA02,MBA02-01-03,114.131,129.002,4409.377,,,,,,,,
MBA,MBA02,MBA02-01-03,98.677,108.456,7224.59,,,,,,,,
MBA,MBA02,MBA02-01-03,80.727,83.162,3482.607,,,,,,,,
MBA,MBA02,MBA02-01-03,69.771,61.009,486.855,,,,,,,,
MBA,MBA02,MBA02-01-03,73.123,112.808,618.649,,,,,,,,
MBA,MBA02,MBA02-01-03,67.74,93.568,740.814,,,,,,,,
MBA,MBA02,MBA02-01-03,68.588,89.988,7752.969,,,,,,,,
MBA,MBA02,MBA02-01-03,86.75,97.739,6281.572,,,,,,,,
MBA,MBA02,MBA02-01-03,76.297,94.349,8135.713,,,,,,,,
MBA,MBA02,MBA02-01-03,79.127,62.182,4603.758,,,,,,,,
MBA,MBA02,MBA02-01-03,86.864,79.869,7387.677,,,,,,,,
MBA,MBA02,MBA02-01-03,90.581,100.848,7225.794,,,,,,,,
MBA,MBA02,MBA02-01-03,88.534,96.911,5330.129,,,,,,,,
MBA,MBA02,MBA02-01-03,72.258,63.604,3891.229,,,,,,,,
MBA,MBA02,MBA02-01-03,82.657,109.536,5177.272,,,,,,,,
MBA,MBA02,MBA02-01-03,79.264,95.254,6841.244,,,,,,,,
